speedchat-19.wav|I couldn't resist, "Umm. Doesn't that violate the Disney standard? In this chat-free world, people will push the stones around until they spell Hi! or F-U-C-K or their phone number or whatever. You've just invented Block-Chattm. If you can put down objects, you've got chat. We learned this in Habitat and WorldsAway, where people would turn 100 Afro-Heads into a waterbed." We all laughed, but it was that kind of awkward laugh that you know means that we're all probably just wasting our time.
speedchat-20.wav|HercWorld never happened.
speedchat-21.wav|Electric Communities moved on, renamed itself Communities.com (which has nothing in common with the current company/site using that name and url.) and did some wonderful design work on a giant multimedia 3D kid's world for Cartoon Network, which ended up being much too ambitious to fund, but I mention it because the project was headed by Brian Bowman. Brian eventually left Atlanta for Disney, where he was in charge of the online experience for Zoog Disney, a pre-teen programming block. Brian remembered his work with us and asked us to help build a world for the Zoog audience. Nothing so extravagant this time, just something simple, like The Palace (which, by then had been acquired by Communities.com.), a no-download, in-browser, 2D graphical chat with some programmed object capabilities.
speedchat-22.wav|"The Disney Standard" (now a legend amongst our employees) still held. No harassment, detectable or not, and no heavy moderation overhead. Brian had an idea though: Fully pre-constructed sentences – dozens of them, easy to access. Specialize them for the activities available in the world. Vaz Douglas, our project manager working with Zoog, liked to call this feature "Chatless Chat." So, we built and launched it for them. Disney was still very tentative about the genre, so the only ran it for about six months; I doubt it was ever very popular.
speedchat-23.wav|But the concept resurfaced at Disney a few years later [2002] in the form of SpeedChat in ToonTown. It was refined – you select a subject and then from a submenu of sentences, each automatically customized to the correct context. Selecting "I need to find …", would magically insert the names of the items you have quests for. For all walk-up users, all interactions would be via SpeedChat.
speedchat-24.wav|They added a method to allow direct chat between users that involves the exchange of secret codes that are generated for each user (with parental permission). The idea is that kids would print them out and give them to each other on the playground. This was a great way for Disney to end-run the standard – since Speed Chat was an effective method of preventing the exchange of these codes, and theoretically the codes had to be given "in-person", making the recipient not-a-stranger. Sure, some folks post them on message boards, but presumably those are folks who 1) are adults, or 2) know each other, right? In any case, as long as no one could pass secret codes within Toontown itself, Disney feels safe.
speedchat-25.wav|The Ghost of BlockChattm past Soon after ToonTown opened its doors, they added Toon Estates – a feature that gives you a house with furniture, initially just a bed, gumball machine, chair, and armoire. Then they added the ability to buy more furniture of all shapes and sizes from catalogs, and then you could invite people to visit your house to see how you have arranged all your cool stuff.
speedchat-26.wav|Sure enough, chatters figured out a few simple protocols to pass their secret code, several variants are of this general form:
speedchat-27.wav|User A:"Please be my friend." "Come to my house?" User B responds:"Okay." Those are all speedchat phrases. User A moves picture frames on his wall, or his furniture on to make the number 4. User B [Writes down 4 on a piece of paper and responds] "Okay." User A then once again moves the objects around to make the next letter or number in the code "Okay" B:[Writes…] "Okay" And so on until the entire code is transmitted. Then User B Enters the secret code into Toontown software. And the next chat message you see "There, that worked. Hi! I'm Jim 15/M/CA, what's your A/S/L?"
speedchat-28.wav|It seems that many of The Lessons of Lucasfilm's Habitat still ring true. I'll consider this as The SpeedChat Corollary:
speedchat-29.wav|By hook, or by crook, customers will always find a way to connect with each other.
speedchat-30.wav|[Thanks to the legendary Robin Hood of Neopets for telling me about this Secret Code exchange prototcol.]
speedchat-31.wav|[Yes, the BlockChattm brand is a joke.]
speedchat-32.wav|[MISSING TRANSCRIPT]
Almanac-01.wav|Good morning. It is seven thirty AM, Monday, January fifteenth, twenty twenty-five. Your location is San Francisco, California.
Almanac-02.wav|Today's weather will be partly cloudy. Currently clear sky with a temperature of fifty-eight degrees. Today's high will be sixty-eight and low fifty-two.
Almanac-03.wav|The temperature is forty-two degrees Fahrenheit with clear sky. Humidity is seventy-five percent. Wind speed is eight miles per hour.
Almanac-04.wav|Sunrise at seven twenty-four AM, sunset at six twenty-two PM.
Almanac-05.wav|Current tide is three point two feet. Next high tide at eleven forty-five AM, seven point eight feet. Next low tide at five thirty PM, one point one feet.
Almanac-06.wav|Air quality is good with an index of thirty-five.
Almanac-07.wav|Notable bird sightings: American Robin at Golden Gate Park yesterday. Black-throated Gray Warbler at Point Reyes National Seashore two days ago.
Almanac-08.wav|Today's verse: For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life. John three sixteen.
Almanac-09.wav|Good afternoon. It is two fifteen PM, Tuesday, March eighth. Good evening. It is seven forty-five PM, Friday, October tenth. Good night. It is eleven thirty PM, Saturday, December twentieth.
Almanac-10.wav|The temperature ranges from twenty degrees to ninety degrees Fahrenheit. Wind speeds vary from zero to fifty miles per hour. Humidity levels range from ten to one hundred percent.
Almanac-11.wav|[MISSING TRANSCRIPT]
